1	-265.12960992065666,34.32450440675937,294.43845244526517,520.0928507648481,-221.26021125174137,547.5500372530687,148.76050319111164,-96.16885353133205,31.608662104323844,117.1286759878627,-95.89934386294011,-75.75229402235256,78.66208977587765,-54.39071773976678,-6.668981549730554,-43.69258257060781,-79.48986675829438,-46.173850806672725,40.583524538572334,-51.705749681769596,23.52448126938226,46.13117740362647,5.217503628143327,-18.70666511746205,9.643678148752215
2	758.7626760511239,-264.293781887269,-45.606664461837184,68.82649399254842,289.61033660293384,254.02080904212067,237.26428047030836,-148.2793124304339,67.05845795578828,-108.0195572876501,199.63679329195352,135.6020614915943,-4.537574569813772,4.73734554596778,93.76014797680409,-51.01567149169976,87.6870513630934,64.67359728418728,-26.85982121734441,71.84611362885477,17.62337791953578,-19.568116101728215,54.163694794793024,-35.74836816927925,35.035820291232476
3	-1118.8904738539766,-195.46792267037458,106.0603839291906,-100.50061633593397,631.9100207117604,-113.901031455886,57.13656026627761,-169.6216485902526,-61.652881909492216,-117.23626804701196,-104.52655174134821,38.42488351831503,-84.90521840161128,32.494038237324105,9.649436514757506,-3.6869318683664787,-3.3178051719716968,-22.005683681504053,-11.587248719224556,56.70874737361232,35.319386327676575,33.85593936538411,-13.972216032842454,-3.1048066327967914,-34.9853387398136
4	249.63975934,634.628415214,-253.382447811,-175.802333082,-41.5872726087,89.4237532154,38.3411600446,63.0602469797,45.8951189864,-177.71376654,-147.058879524,114.65440544,-44.9810409477,89.0234019036,-36.5046921609,-35.3422508046,-2.3770198853,-12.9271898847,-15.428620941,-83.9945451474,-63.9593953948,16.4048624588,66.5746647062,72.1200728691,-27.8105341022
5	-133.37737408150747,578.2958582360482,-314.28753059138535,431.23798354855796,6.777454149043844,-99.10925859778057,-277.9387334607798,129.79378393114817,-186.8013921150223,-113.65954567354973,88.8667476365463,-70.20201782401415,18.26145074151695,-77.69014053668056,76.00842020587976,-32.79988845950288,3.0932713400985925,82.6372726387442,21.09483636655817,53.32848272658904,26.39923988257001,-0.6087798990710179,-38.56700296012597,-79.75783984519245,-16.534996567079137
6	689.8013728269565,-457.63219992765875,258.4464587920144,128.81544963810882,90.82502270457043,-314.7720891925366,-204.2329676138179,-24.974788340793342,-239.45614004781237,-4.152936922833162,-179.7036564833513,-81.73020239331508,60.146684136611356,-60.100260079095236,91.67865447701523,25.911310921913657,-19.54072394492602,-59.56020937778973,-32.98340856150548,-38.56285170760645,-12.711384966235387,4.446780619830464,21.39257265658026,50.29322987182113,-31.061958797508215
7	244.09532477544158,503.0170280397914,333.5401138473219,-268.46517140518415,61.81774074187176,-220.00449330100457,106.3034717243911,-39.68921251878153,9.790734948924397,343.2326349322921,22.882182576825468,-47.45413614606508,-31.057310170129185,-19.704896263298544,-42.88802107590041,61.96029411148863,-16.570765077701775,4.704198831081547,30.598357512252647,63.077841333223944,24.486131839262292,-34.742199769977304,-59.43822869329364,-34.7024627355261,-0.9335957635144169
8	-216.18863555083843,-437.9502160874373,-654.907378780691,-113.06297736707653,-107.82563959557956,64.07766438899947,-47.313148197548166,83.31755662403043,-30.66787442788285,210.8067625382753,76.60320360037252,-55.28121561674916,-14.823175963610481,2.2391270539877777,-38.183614581457604,32.53982956216414,56.0710465304487,13.127465860077784,3.973744021489013,-40.306961620299845,-4.172280591870562,-6.008775283230694,-14.39598547156552,37.6878231255597,31.504402972060102
9	-220.44952254048187,-313.45957847676885,352.8575868757661,427.54052463319107,-343.0660261865835,-322.83594313734017,99.65078889374878,255.85749566707864,215.84088710995965,-143.58380605613226,68.04354284120807,28.628779538869043,-118.77422871774777,48.615693920823276,-141.86555857015972,9.69152956684402,42.34909910823412,7.384101935135946,-13.386340363135405,50.08741447079558,-15.096009967412638,-53.64451730881351,66.05887659468529,34.98514425301623,44.65197386450709
0	-96.4079142048,-218.512253027,153.311588923,-523.005056497,-238.228536654,28.6302729239,-139.008384529,-55.9052979969,128.626131016,-120.114632823,35.4659821496,4.81898004103,112.547066529,16.5928562823,17.204298405,15.918244081,-70.8902596948,-33.8175857524,0.571698087272,-38.5116424494,-9.75565176774,17.0812729219,-61.4679464455,-32.1216561807,-10.8665499212
