1	-215.147375474,-459.32476951,-645.98414325,-130.180906597,-107.859997455,82.437332869,-53.7195774901,116.117136527,-23.7324097837,216.802143846,71.5256275787,-42.7693745024,-19.033813003,-10.8913900474,-38.6872572749,17.2716231226,58.5596450475,11.245061636,12.4344561998,-39.0063689689,-6.70484085126,-8.57630735424,-19.2619146839,39.5112910674,32.8456475701
2	256.38781583960986,581.2335263433984,203.7072297184737,-291.44137654198573,40.23015228637223,-158.53466543056837,146.17628440401901,-12.756639994708527,45.03911183963479,251.17275803801567,-15.722330920451833,21.85530982748587,-66.80521621961918,26.069621991585738,-24.554020592701523,14.946984374572036,-31.453721079919333,2.0607336778417866,36.74744964990705,0.8641453336056953,31.872096482807112,-42.22252298562061,-35.93017301039429,5.280840675681466,16.82446631957912
3	659.9981397547784,-426.1536902929179,291.89919582345334,101.42603336626489,90.26621448979984,-293.9161893183084,-206.0536076483271,-12.569525169964763,-243.1027752651703,10.184201467122682,-159.14022561654616,-72.79635824269974,67.17169633057863,-44.6665529531881,61.451793027733395,39.41717041483828,-23.57488450789186,-57.273532750356175,-31.974007309605383,-32.06182117080753,-15.761659934071718,-1.9899526656943023,20.527312939047967,42.58531593922843,-29.103889905226172
4	-933.5115539988716,-159.33259001099512,549.5911615439007,-351.2790226751633,410.64767320544354,233.2000333712241,-84.19569252079918,168.8874915154809,-144.99382581018557,-63.41781645730587,-69.89146967359615,-11.169317359807895,-90.9229053345822,-48.24390291560572,32.87242168452053,-36.9145847149695,85.66610013744155,-65.57443464732815,-10.837349041380481,-0.6346552895605774,-9.539494107108581,42.460297781172656,71.53693598248881,-45.81386166358073,-29.92309048917004
5	-209.55269502309233,-305.64136333052534,357.07845506822696,427.0111071610926,-347.1818283048098,-331.6225063875308,87.61164845958326,255.70885014703842,216.7971695613645,-143.1850427196999,66.43461750984996,24.17529911344716,-120.91908345366537,50.20718814229334,-141.9196181599809,4.903151626948308,44.858814529974154,14.853004321530035,-13.346648463320117,54.02734675384611,-10.87519783129964,-52.239818040979706,62.05401492762411,38.005330542822634,49.763663441889875
6	-45.38176206742081,-186.82801322591996,89.13056865923326,-516.4068448171209,-302.4946690342083,-42.51535798888425,-121.20853609156438,-157.6318092450772,145.90944840465147,-137.24752029777272,45.055104277029294,1.7256769780326662,136.64375299766232,19.76962676210663,17.660221993962757,37.7885833456787,-55.846438982622786,-35.779349909518906,2.5385015985172856,-29.96502809719723,2.385924611722803,38.874602672654085,-61.31379258423421,-18.947961354702343,-11.580432007251087
7	20.525473355938708,621.8241665807424,-345.8041940237076,180.82914186743068,-35.3488356728145,13.94175002794207,-203.8238632946742,122.2439224678664,-103.35476952568288,-195.00689572670007,-28.50701883066057,-21.129301053192766,7.75101505996127,-26.037693725888875,21.569803266391887,-16.527926050253676,15.066329181629833,55.252661311549346,-12.56127161091349,22.08265304419069,-43.48305799629766,10.941157264865856,21.060341657182914,-25.406054574923353,-44.696287571166195
8	-250.16664364297702,49.374223016362365,274.11696612716247,543.5224371683285,-210.6481411399425,515.7282935843549,145.51700056859238,-99.07014072131904,22.908596730535884,114.57492020128598,-80.33658325166431,-62.27338398290628,87.19058293528589,-52.10646440919253,-4.167948926946638,-37.991373361096564,-84.32284732933816,-48.351961729968515,48.68053674545735,-56.781877913894114,19.3931697962641,52.63742320669235,-7.507855773873957,-24.120488650125665,10.885774693844333
9	742.4022352103532,-233.36583292586175,-65.69865874266259,57.81340579995605,276.1151308955701,249.30071374849925,226.60932269531975,-140.98359095164446,65.8225766562678,-114.3408311555545,180.34860337781564,133.58336310047915,-10.626572391906185,5.760075850517654,76.43381437862571,-50.12446802772316,85.48793324527622,51.97247550714558,-25.516127268199334,58.48130774887415,11.065228492113203,-16.459785449456906,52.200326288992045,-28.502391832720534,26.543471578981066
0	-1096.52629449,-214.901343513,-240.207461417,113.721607074,657.402554523,-351.533661728,154.885272103,-330.81614392,-2.97468710492,-107.555595929,-92.6249169301,62.2688283425,-58.2324175128,119.773024119,-8.76460163863,19.9671164405,-100.343124771,18.5977971232,-47.2547136989,59.4554007851,43.3727259061,-2.93318367207,-76.9556835749,12.451527002,-35.5219846698
