1	763.01118719211,-262.65440771069456,-48.53251910394672,66.87732618314921,294.19463925612484,247.42779871410255,237.3015310749303,-151.22482264788314,68.75475993648104,-105.76211202843676,198.01526988383367,133.82811401019788,-6.957792104763317,3.52999895725098,94.24855819756235,-53.481530978279224,90.40967525311265,61.86426699133846,-26.742727738823792,70.35359001483667,18.260101543191855,-20.78563360193803,54.30221204470689,-35.21524730862505,35.845023265616554
2	677.5380133100622,-448.4036463621161,273.00741999822003,120.46447498987455,95.17130181613273,-299.5721545629263,-204.63868447884587,-17.551910591422132,-240.07053148343044,-2.7088211623338396,-170.83685378555765,-74.49596264311536,62.76418777333416,-52.461307462777775,78.35419013207945,35.69494524411201,-21.463315842076945,-61.82121673245477,-34.47206796358807,-37.89323139117341,-11.129498383162183,-1.199268449975886,23.058494837179808,48.156805377528805,-30.444828588493138
3	-1117.6334156077446,-196.5611486526797,102.60042952242348,-104.61297425162934,630.6143621344826,-120.33231909334191,53.8046617428246,-170.77756309335282,-62.46539260954988,-114.95882724880335,-99.82290394829562,41.39550467162133,-83.80602007977811,28.581731878172352,6.9826710094583095,-3.7098685269367526,2.604102143778685,-20.203256111733,-11.670554960962733,53.4374463811761,30.60650775404355,30.861946281117802,-15.037181721219172,-0.9120611602815646,-36.32660547868002
4	-215.71238201663974,-310.1407033343459,358.6160222628609,425.88717903511133,-338.94279469295003,-322.2668627875798,97.19388311584463,257.79124131912886,228.4176462495324,-141.08157619421704,68.08248911574485,25.198104031667793,-119.40619516434091,47.48012933476673,-141.86386834184924,14.71928902636906,46.750198190165264,14.77678795726771,-12.990586192844837,51.06955323886314,-21.215056006133775,-53.23338460726507,69.31640887834851,37.35896149902173,44.71835426386215
5	-94.65634496088795,-221.01803335687782,165.01754849635608,-529.9140149697695,-232.90095574789547,17.003355196744046,-143.31783393761495,-51.57939153591578,126.8358267204387,-119.35409144119797,39.177856023820695,8.052301046052648,111.55408020482503,24.1837862728736,16.218418115064182,9.39979645211417,-65.87713194058153,-35.69628912816083,1.501089431909334,-37.979840847899666,-12.129322675153253,15.995156961141205,-59.05621252042238,-36.38630352301902,-10.253207070591882
6	249.00718977311053,620.4204177663453,-265.6135980544353,-153.50751845929736,-37.972467895802076,100.35596420352884,12.6729246013473,66.07803493899408,36.017729762224384,-188.35208074500426,-149.67796173230914,97.96153522656267,-37.16180478427975,84.01645829877523,-44.108962963144116,-27.65527740848939,5.101880550981056,-12.808300979431145,-15.984591943903204,-70.59897179878358,-69.11270435532415,18.194058643916215,64.42723904632845,61.282531793461345,-35.52734379113371
7	-204.4479326841078,-432.12948048976784,-658.2537537526471,-105.83603584204086,-105.00047089638471,59.372003157069116,-56.25350017096046,77.505682554934,-27.279418900174402,210.8487336965006,84.38091638202333,-53.68042056200749,-16.602859847519127,3.9798839113373847,-41.9874400977039,31.185313309649906,55.297588690644055,8.701480470181922,1.274410093246177,-38.793856644677916,-3.4958541664926455,-3.129794155575168,-16.435337812494975,37.71517982461092,29.181774502528974
8	244.19290188986645,518.7915404389017,319.22215966560697,-281.997007298205,51.66007005131907,-225.76498612666973,122.34127900867934,-43.56030889638695,17.94729326352584,345.48411042905025,22.56034139777772,-47.64945918057638,-37.42313789742173,-24.2706014704184,-37.348070355221964,55.02696049792975,-21.28308099350218,9.528970377548974,30.478146459510167,58.9725393128756,27.927782664719324,-32.68619220740017,-59.067269587303045,-32.49573383495818,1.0532649580668743
9	-161.770765451,552.940577698,-284.166374882,484.525621394,18.1194036788,-117.289499118,-245.026420317,114.348188642,-186.799140977,-84.8335746367,94.7322530662,-36.2182933281,30.8363560221,-73.2708962244,82.2115586087,-37.0573527691,-4.58990198298,64.8855948261,26.8579057745,38.448723469,28.4920284615,12.0732192325,-49.4200380132,-82.5456122277,-3.9051813355
0	-236.2910756455971,4.991684517249443,311.74574668368666,467.2106771415854,-228.36353023256703,586.5696700599516,128.07711593209825,-83.4935643342426,32.17414635885802,104.77339181434631,-85.04261575684987,-110.76856074328107,67.94697729287364,-43.17468431880715,-8.104883103697842,-39.42909444724773,-95.60768489174946,-30.175848003837192,34.19754688744298,-45.97569808827226,30.100610596758454,31.655040338698196,8.328015136029126,-9.73349651714199,-3.7215706872564263
