1	244.36663801834248,624.8083516105895,-263.4276240558259,-159.47291456876764,-40.91458200037686,102.85836635907647,15.448178057167292,64.38358726571776,32.60664611324878,-189.48613858262544,-148.35958978110094,100.94126742269223,-38.01874375837617,85.37731132153192,-42.01005379907665,-27.37248948664139,7.046236654705478,-11.601279133513842,-16.756572163085135,-70.60978562703045,-71.26070602768489,19.432111968346348,65.09086159406064,62.33463503889123,-35.33468110888567
2	-1121.1125948877534,-193.6602896581158,110.79016576227214,-109.66666963430187,629.329509338811,-119.18259859659261,58.97565106593631,-167.60876499244208,-71.42945295631773,-118.54971231247796,-100.5768854165635,39.43619470779542,-83.81034283591693,29.65247745564062,5.606170560156862,-4.239197134946885,1.063153156738582,-21.002883438974052,-13.744100427644971,54.4472959332454,33.101516279563704,32.25476441439839,-13.527632710609995,0.6747180336526921,-34.921895306980176
3	238.5373684813931,522.0877452185458,323.19090569522575,-287.7434188059463,45.74084217834118,-231.37027281826147,126.63967562118408,-45.568856104121416,14.163869664069823,350.09970598540025,24.344652427925585,-48.46573014482976,-34.94979976441393,-28.611357571575148,-35.81975202437838,55.164708708508805,-20.778636868975163,10.338537586493677,31.24250481567648,60.60425647000667,26.91438796943107,-32.087397770160784,-60.28715093609878,-34.44643560243932,-0.5659478234464455
4	673.3219219590917,-447.23616379327854,280.57736385492217,116.5357428846501,91.30039501146886,-300.452854377734,-203.5129422775009,-15.36182189929632,-243.77052655904905,-4.008693601472832,-169.28481097148355,-71.10361872155016,64.35853199321707,-50.03297350230426,75.66551552003475,36.07785245687739,-21.67690117441585,-60.89304634940028,-34.916726134768794,-38.096083150504924,-10.936827609873145,-3.940474924944987,23.01248008732328,46.74121968624582,-29.635267714263534
5	760.537671999,-262.730614158,-50.0924468478,65.854279135,293.277038739,246.019504667,234.331498822,-149.450801685,68.9317851093,-105.050519509,195.333564606,132.143492656,-8.0271755962,4.49672003625,93.5749521825,-52.2070551044,88.9333130485,61.2532809337,-27.6591383646,69.6300549778,18.374077788,-20.0628627664,52.4877933763,-34.7016301122,34.8284177881
6	-211.27984003154694,-435.22634053253717,-656.1450689022996,-110.82426851416079,-106.38171859811236,59.04331537932092,-59.61595869177484,81.96971818248444,-26.420373951498473,215.89603632120046,81.84121102355081,-52.361164772555156,-16.071500135480377,2.0569505962047483,-41.931034743229155,23.708553010463678,57.00277829386472,8.444540997321377,1.8744343975758766,-40.78862993144295,-4.920211033742978,-3.3152907231685718,-13.53819508756371,37.22023239104455,28.014713407640304
7	-154.98585469085754,547.9267977392312,-289.19298119025103,485.2117969505586,24.547721174622726,-117.53753281602745,-245.06796489630062,116.07067537862247,-187.17021452134398,-84.75813057543505,92.48942827791926,-42.23012477848948,29.8440203239405,-72.51833984892978,78.23811372696892,-38.60773442802062,-5.925442894174869,65.52609814622618,25.384993629469044,38.737282219309805,29.889991493511605,9.734178300802498,-50.0807072900212,-83.37016774848236,-7.368884319848091
8	-235.3672621108508,5.363022711991606,311.9106491298873,470.779139242742,-230.64250046302288,583.6363380678154,129.60235767412203,-86.5104884973333,28.621216505832646,104.68215698346698,-83.26909404390602,-107.98149871289009,71.62733704770876,-42.75285453091219,-8.363632733427384,-39.772871560998084,-95.39827764273154,-31.509453310293242,36.02305469415082,-46.33807091561395,30.180861469214392,32.75334196250353,6.989825019145714,-8.659214433849275,-3.5023151880289807
9	-98.47208442876786,-216.08185070040838,163.40672729011763,-533.7400041071342,-245.37624262063954,11.085981956249562,-138.27624024107448,-64.45222049059169,122.21034322469448,-124.68657730615512,40.8742099035605,7.4878326919234075,113.21442170242032,27.32702559485221,15.375356813675825,18.886918946183687,-65.75087550022725,-35.936734063829334,0.09867452211233847,-33.77905012133044,-11.983733914881475,17.535930304231954,-56.181934408481744,-32.93136710974509,-9.686813710178122
0	-214.31518410616405,-307.27460709422627,356.7641845776727,425.6114713225811,-337.7141706101883,-317.0178407486132,100.16999825401511,259.55706882079033,223.27811703464772,-143.5918545010499,68.6907476790331,24.052798635346242,-122.99242399265843,48.407836444113315,-143.62691047320803,14.473023151220472,48.07130757773379,14.057675368869011,-14.038761150860779,50.777042994142974,-20.669657979835858,-52.09554362741226,67.20489440394816,38.47759723632134,45.15852844374702
