1	-1092.7663750141787,-227.5195714413756,-247.68950607858,109.1435276835625,656.2995808547126,-353.20972829936704,154.76545931249814,-331.4174006669482,3.424237943978125,-104.75240599933318,-90.52896159954715,64.39432093012076,-58.91658722415861,124.25168217985,-12.180926937171975,21.531263264239538,-104.39221846405917,22.644900420450536,-45.68251201171718,58.33294679688079,40.405328378197034,-3.5485992203550283,-77.26038861302945,11.948429437139708,-38.64152853360293
2	-202.964496309625,-441.1883223237482,-651.7172154114987,-127.67411579499633,-99.91606071840498,92.05385016739828,-56.25634000125149,105.88435613370523,-26.024808238285313,212.5771623715606,78.08356645635699,-49.912513438261946,-17.205120785537307,-11.439496220109234,-41.33245577539301,18.835618913859108,57.78679593316395,7.4204361200788185,10.216398186610096,-37.32102405248674,-4.637034754898989,-4.246245309351757,-21.369093650093447,36.180513438630236,37.05949958323451
3	-245.67943895510814,37.8700281382631,270.94247401259105,538.4596204591124,-220.21541935345397,533.6476717317403,147.43055017420758,-100.49729611676509,34.517562253051324,118.70612659590313,-90.82464459464771,-66.22677514290145,91.22396452835191,-56.084889350830494,-5.502290327501291,-37.82364199554073,-88.0641955275253,-51.92445651507201,51.839634275996104,-51.257819737979425,20.190994279870402,49.18576888127161,1.8020379032475715,-21.196530432873423,13.59522798500662
4	-128.44960829321647,603.4613906964202,-327.2626420547066,398.595262690269,-13.429055947167589,-82.87546968453087,-290.1228596196316,136.53735974497786,-184.93509910982075,-129.46202589827388,80.0116029555224,-79.54857598877201,17.376914391583043,-81.93447696266573,77.36541266826686,-27.74097315154835,12.463447207258604,89.74639870771904,14.142707702269401,62.72972587623981,20.838405661262453,-6.604512104741825,-31.308625572858574,-76.37143531627444,-19.419455173376466
5	739.0954422236912,-361.6221507671144,96.77360339085772,101.82098405155301,217.67885442137953,-1.50524064798364,36.59955103222276,-90.71714756179142,-77.62274847526348,-58.79129863161979,28.011465865558584,36.230018590104166,17.008444538908854,-27.191795362125948,101.41426008237308,-12.237237979387134,32.17881460385913,6.997450313375906,-35.08543705421698,17.78077468199478,6.663373996154617,-13.56124471686472,39.8998311967172,2.4094073567882117,6.0414404824047025
6	-176.11410047427808,-333.4402795399754,344.04548866351354,410.9969500558918,-351.5317991585481,-339.0241558610567,82.73266063906469,254.40294854933867,212.13569139965045,-138.32469772866938,42.41556863818263,29.967728311077398,-104.4484088666053,56.7744558452735,-136.9458516374292,6.584253890094282,37.23905336065252,14.217394625876022,-6.68269521872741,48.12546928206701,-18.11707054903521,-54.25693683596528,62.54933427090268,30.692541490959616,48.40853547760902
7	-48.17525113398265,-197.8356606099192,97.8817832328663,-517.9772297175226,-302.84800833607966,-38.006964620355696,-124.26100674235192,-157.97329048739064,136.02065708368985,-141.01392296533652,45.601986019524425,-3.8491601710818277,138.6076199519483,26.516987944899338,19.933985072510914,36.69146959279061,-60.492977026939144,-33.15460634770792,4.405631427185859,-32.69904578413374,1.7878713363607113,36.52197165890425,-60.567012664443325,-23.07151385504058,-10.649369890222118
8	240.55593590341294,494.9805596769046,347.0150240885678,-264.64599161176756,50.14705286558564,-230.27050778014964,97.10704213325911,-44.56313132056663,-4.599788853743278,346.8991194059767,22.781774063797172,-49.94840827272492,-22.07663284748602,-27.38089345741194,-42.96301484687497,66.70013017316226,-14.370764577268591,8.009100239381473,34.592716699338695,66.90119747156133,16.555671871820127,-33.21577451219703,-62.338426095832546,-34.744207940475206,-5.294077067167807
9	272.84685277196206,619.5204203767623,-247.7981298081403,-182.56340149683828,-27.17922063814086,97.12906998119828,53.421747099989865,62.23926717074843,52.83393695802753,-169.5125919699331,-143.6098247870447,118.57961275586923,-50.21227394609845,93.3871714646484,-47.35776836678635,-41.71296672294706,-1.1344114235700515,-17.93294978633496,-13.399426574800339,-87.64260361878385,-62.75254155156157,12.663601422173928,62.120933814620216,73.90348143828251,-27.251072781037415
0	-933.7012816264366,-152.8513021892456,563.8644338290052,-327.7117369509356,414.86851273846975,225.27345514616286,-78.35230073270826,165.0443020252708,-144.96411439278307,-71.98254633999882,-63.50763316129757,-6.585295268094149,-93.06508490935299,-51.48417136147458,26.392586186480038,-32.95923252053201,86.64330645767267,-66.04150377637092,-17.482636773729354,-3.727916398228536,-4.078741933122067,45.302673586286474,73.55631387661666,-40.20086429767692,-27.09679013985136
