1	-272.426067426,41.0831441579,297.671391777,534.915974303,-228.116528951,543.227293854,153.665820574,-110.058686759,36.3647511897,120.353204684,-95.1030617249,-75.4287522536,80.1297682429,-60.0585128879,-9.44915881984,-46.4251720723,-78.8438231981,-45.8685645076,43.1356482847,-50.0394793719,19.6190368334,44.5061634221,3.33159902679,-11.3575220584,4.8155342407
2	-219.82843667782336,-445.1962391554445,-657.3254949438699,-117.07757461605402,-113.44757432647363,63.091226853150296,-40.83630950842771,89.19359230174794,-36.06509569369091,209.59875484823297,78.05880525787491,-49.78479952607895,-14.213382589428482,3.915519814982315,-40.205439996921605,28.29559174633796,59.40371739698912,9.930611277886552,5.558583376072027,-35.198476043496754,-6.060011152647686,-5.6774063462911535,-16.830764655154105,37.37729075874008,31.358344100488047
3	-1126.9548885698198,-191.77020658029542,110.50729885818468,-102.11927422581232,625.8647010663517,-113.37751734717563,62.6845434952204,-168.90726067671156,-66.03779848927113,-119.16822974290672,-105.2886036656025,42.635833302816,-79.36500484958718,24.885016175509417,9.629740798019517,-6.528851375005148,0.010165305911220663,-20.655588616607616,-10.781669538178782,57.8204069038283,36.076796143868876,32.511347748716275,-15.488521803602355,-1.1489773086375321,-34.962062340741944
4	-138.4135773974953,588.405578421091,-318.0095730734247,418.6650783918965,0.28095754252992017,-94.90511444883647,-276.8036516985493,134.8453084127989,-190.4782835652213,-119.24751800049413,88.7920859655609,-69.48527089268192,24.749455626812438,-76.66792345446495,79.29976609646884,-29.531041663219558,6.026079648180297,83.92037682255085,19.15258595015866,55.620995479018255,28.710474503192078,-0.9718356450299032,-35.26066933559262,-79.75604539639114,-18.017901588824834
5	-100.3281785922037,-222.9910168746214,149.23006954714916,-512.0232727422986,-235.484386435108,33.79470626233458,-140.7976471889288,-52.94481381569295,132.36847897758156,-116.91004235611753,31.275814154219105,0.4010126730769671,112.35770756970395,18.25768792291356,23.722912230257926,15.86253145072938,-71.84282677544219,-29.3757866620872,-3.6906790310923623,-40.22915217353112,-9.60801365906591,15.910080252440729,-61.30678915330559,-34.67921388659802,-9.554411157607893
6	715.4301000036326,-493.8562359153657,246.2937656581194,130.29472581249203,76.75297625770203,-333.6838350208072,-190.96908032967906,-39.32352843726189,-245.05135988565902,-9.865517390988677,-188.86618973029184,-91.40621350096959,46.46321572199686,-80.36091020961125,117.83299858450826,24.73844704065032,-18.540216871167562,-51.3277272684981,-28.99084099925169,-44.04855606379426,-17.533997832639777,11.102588615159071,24.68321325308617,53.88435722421956,-34.40393412001672
7	-220.23471039574827,-303.6672078006384,363.72470173938194,426.90859270485436,-346.55854283678474,-326.9937206363,97.31609985225444,261.2356355061684,222.0052052422708,-146.83558967780922,70.012075713994,22.504133522482306,-120.60367584614656,46.571654299570476,-144.4078976255529,10.440609603746553,50.250521903527535,10.08662880298737,-14.736294421070173,51.00996957832391,-11.574756215281965,-55.55894109561421,65.07533886961933,36.22335588406304,45.361113298356656
8	747.6953112226053,-258.2273523532773,-39.619246035195495,69.02726052913194,284.43107957396745,254.90344307692922,230.3297690017242,-141.51603365605237,64.58760981174557,-106.9690836741377,196.86436182564827,132.19527018681197,-0.429308461467489,5.957779634225216,85.71418975675955,-46.59641690427986,84.22575497755167,61.92897286540116,-27.759710486364586,69.84182009950536,18.52158013485067,-19.97242599645607,50.514605503971524,-34.903694188410725,33.07027305495099
9	251.212245219211,640.3508546762171,-243.79966021399625,-190.2324137195395,-47.05026710321643,86.97066778849285,46.49135438907126,57.89101715100237,46.15662470778808,-170.0431800766919,-148.50850124865988,118.28040210243789,-48.780462663911955,92.06451284222449,-35.88286296319574,-37.762441701794685,-1.8113406530680773,-12.311189193546463,-14.063799494587064,-85.1510378600689,-59.079099758273316,14.288507586870645,65.6035566708085,74.79161224240798,-22.490304025033158
0	246.0092709372625,483.8158161978011,343.5051575679717,-257.1591334192994,72.0964932574156,-218.15318543626736,95.04501305551793,-33.45370899605289,0.35168078196989894,337.2414459619067,23.802552599660316,-46.05605432662631,-18.311114350348156,-18.640027059052088,-53.7295261948508,71.63525354908708,-18.849839815970316,2.3604830525518885,26.45124073595211,64.882139610657,22.913637089205054,-36.047151978229635,-54.73042003711931,-31.834371356126503,-2.72625226714382
