1	-249.38275049294558,1.5988547987659198,321.98712022987536,461.0171648538556,-239.46396672757618,603.1854460449306,131.42862873506718,-85.44368585523199,40.4831324748275,103.75815663452235,-89.19228000272524,-118.62259294298826,64.22956311071378,-47.620812043115706,-7.2694359535641215,-44.60777440053451,-92.85728151176609,-29.445351532051873,34.88201456720033,-44.00873213232922,31.69815344232543,31.72469860853951,10.465053298221022,-5.896854882902344,-5.773134734682049
2	-203.93099045175626,-326.97789425306945,378.9112461177471,407.8063309660701,-357.6635729867537,-338.3471587183451,72.01510564042164,261.16321187059526,220.82062506503996,-148.1068170360576,56.054916968401706,23.290759760048825,-111.00768496276366,50.17570868705152,-141.98157364574445,2.304426764750633,48.610176736756486,18.191529079777506,-15.08591214933826,45.99295187262249,-16.596621256236155,-66.0843696025459,74.5740732922477,35.565281630496344,46.36826942025502
3	-1131.7942530757462,-196.66315383687697,126.24776204500881,-114.50381588678601,621.1869138329321,-102.22767121096746,52.57911349328417,-163.33254030732198,-63.47014897426952,-116.12440914159221,-98.65551386004348,40.62226265260247,-85.60987856344614,23.215666460412052,10.486094975377029,-5.186071034284315,4.82087426419757,-24.366439342578655,-11.321585187634518,52.02211823446221,31.947597661569784,32.49522675677796,-12.512045293896858,-2.396712395486511,-37.255911551631854
4	229.04288719085866,710.1337761681003,-98.938790801162,-324.8906316623923,225.39872132857258,-232.3810125512218,435.7636134093679,287.95096042109776,125.690436679419,45.66405593942821,-41.00044725298826,-84.17817600463246,41.38513410768371,40.05972508232148,39.8457122294669,-37.66503574116244,-81.42383432471635,-20.034229554773532,56.50537891355573,-96.15028655518584,34.594618363972884,-93.23107426849585,0.2461327758601973,48.60969152224849,7.188558041541756
5	755.4429258495189,-378.98347344570124,82.46304360739009,104.13701475095793,209.94123422480857,-14.890490535936815,51.023127399834664,-100.83996300724483,-72.24291951533725,-65.79365427912579,22.22027087693915,31.01794712559367,7.723676910305256,-38.09870287719641,117.96403474187923,-21.7841851574815,35.58406785218485,9.93404685243096,-31.870438539627163,12.856611490128872,3.5173315528551945,-8.563064777419092,40.228953180613466,5.815992898738863,6.000258922872876
6	236.71787766718813,346.05210350298285,452.73441660810454,-223.1251886931383,23.725382587357316,-126.33381436853534,-82.18549502137866,-89.55490061892235,-81.9364185716837,318.6628492081931,26.01991965455282,-2.6743824464400907,0.14236069455542974,21.82223720718677,-103.43695172497159,92.6507169590911,6.023432079878607,2.1882636699215303,17.284639575975294,84.4433496890342,-1.1389032606747982,-2.6509712643268446,-40.36167403044085,-28.90310402699386,-3.1249720365349734
7	-218.45696540608986,551.0482951143271,-261.60171757847564,533.2975013801002,49.487100000073646,-152.25152951859138,-203.75636304515703,118.88667005686376,-175.0322078078026,-57.65456792565036,118.32866222968366,-8.384963322900607,59.65134189714568,-65.56062968653825,113.24916081764617,-46.24335791227414,-12.40626080718641,61.24950581144446,36.12759711565083,14.283095173740495,45.09556704122674,29.95897058438028,-55.524443985671205,-74.38427658610053,6.247619084220874
8	-208.774672014,-447.32181097,-660.693257781,-96.2034411864,-90.8494174334,66.0599113379,-49.8597761916,88.7168226535,-32.2459216586,218.515563773,82.0840172456,-53.7225337604,-21.3853966055,14.7349098623,-42.8997181971,32.4572582659,59.1985691421,12.3989817913,5.01556041261,-39.9284187058,-10.4395290196,-7.7185176981,-17.2545579089,41.8666292709,32.5368635597
9	-121.11521662479515,-251.68171423371726,100.96742428633668,-540.245507624823,-281.514113744951,-0.09446132265516267,-134.94948280541053,-53.48947985021495,150.84680660673402,-127.00173555084746,30.00265703559741,10.56840569857075,122.60369399217981,-2.1909570450123828,30.19175624135869,-3.4739339447790023,-57.95065576730814,-25.930557934297184,-1.3590475343778456,-37.45885928142341,0.576246834935362,17.793668708996695,-67.37615718542189,-34.9795963327432,-9.487662328920912
0	236.75509504823972,559.1291928274806,-263.54820547384963,-86.20115623100455,-156.6837407702357,151.5661024517837,-129.40468301745986,-60.79369406724798,-10.494529866089994,-197.44506106935583,-149.18561204795577,120.04083129431346,-95.19130422869881,34.22011730230151,-72.73380069981302,5.714499926880191,33.863322685048246,-6.734845783171799,-44.70727653395355,-9.385956497011342,-89.90700880205199,29.264777843281628,54.33093863294643,19.203070548009578,-41.84193924578694
