1	720.10483593,-491.685672333,251.019195244,116.576598684,62.1813463503,-368.84110265,-207.001373585,-54.8522098726,-250.713319121,3.74974831719,-200.246712897,-99.2813748985,55.6911594053,-80.3001680077,121.524064704,10.7452497277,-9.82275076259,-42.9712790883,-16.2322666476,-36.6885067356,-21.4131985913,19.3586695406,24.097108252,50.5662564829,-40.0550006917
2	-80.4708685016702,-165.86413364581557,510.30867644483067,-114.99243706222377,56.86625814423669,380.0244480347487,-99.0115752226533,250.80953167126214,-125.71023525720024,-35.30488260504448,63.47236843022327,-49.39639710446214,-18.064247847544102,54.2396784315447,-55.795025397027594,84.31040689440584,-135.31108196831414,-10.44214719426777,-60.602519128741555,-74.83572647406459,-10.185750089662301,-19.489280061529698,2.2190372039978636,-47.62387050664444,-10.261341993425095
3	256.6511512965734,589.6093983425483,208.23662786690403,-302.23431732676914,29.759757378456747,-175.4579496697948,155.6476872447817,-24.453778707328837,47.45711104473909,270.7730766768527,-11.203269117393154,11.228684690174923,-68.86881417635784,13.982759495254491,-17.69870594903079,11.758970397060581,-28.783981741599977,7.1551823718392455,37.84584754012262,5.6171454632226805,33.84465959702539,-37.20080932493919,-39.47731069562297,0.4691466812447498,15.992408577595766
4	-213.6107761023619,-314.5227933168156,343.18632100990834,432.2529509898172,-369.87496475759394,-347.2797494047166,100.07417132851654,243.99811117921323,222.3505673566055,-151.06275500703336,65.92525619899614,14.924718194051266,-127.07682862298485,57.10426917620149,-145.79817202440972,-2.4907869556942828,50.22677445590462,12.037209756638838,-4.791484943986121,59.934966815975336,-13.037218920818354,-53.30385518716867,62.431501953599344,37.12825246037272,50.239555947003
5	29.372640407301493,621.9264374628214,-343.7235500223894,175.5576262987357,-31.54140897576379,12.326550341192384,-197.5276188296822,123.19549308517298,-100.44942992483156,-194.27965201573963,-31.444553886155845,-17.404119494341764,6.754100344913759,-23.354595342430986,20.327250872726953,-20.916800766059676,14.048522814716117,54.26955405654402,-10.590122012144082,16.3742597843737,-43.3020737475115,7.6310858007947875,20.80231983813013,-19.410556467677782,-46.117381468197266
6	-1164.1879250420436,-193.19543035196057,47.757248072505185,-87.56200326298895,630.6891257277462,-151.65268789952657,79.73493823295605,-219.7287808811449,-56.551287793971156,-123.55556846222171,-111.08084038570122,41.346533218313034,-79.6657790246964,35.183127740023956,14.9884618672358,-8.486880682885614,-11.943453874555056,-14.280842448482717,-8.57775853369287,64.19908763879275,39.95029412480173,34.00030306400279,-26.58637481249993,1.3188218851992197,-33.74118463342869
7	-65.87353548665384,-172.51047661028642,52.15018102510265,-521.2010208059113,-373.9054951406596,-117.50919645933942,-100.12198632567973,-223.69848546977536,157.89521402693268,-140.7588120878583,54.15154665709426,-5.167634597213395,167.80839690482034,22.460545561678472,39.11300702851006,25.500411433980165,-24.086180162637625,-41.05126005024235,-4.491262814683893,-24.82855621911453,9.283126353325436,44.68649325429232,-59.17781123901433,-18.807196132935065,-9.91430939856436
8	747.3071727179174,-228.67593747988823,-76.62131379416917,64.18310130160305,282.48756410353127,238.0817064701615,225.25271483442302,-150.11531360707963,67.13750054392509,-111.91833851159173,179.59308152725902,136.8429322890558,-5.421088053901742,11.383610258504499,69.57712521046903,-58.14459999413389,96.2064858387749,46.536166885442064,-24.675522228852554,63.730145245611624,13.703851846270917,-16.31200424731882,56.94334111115185,-26.38979843082106,29.318167917038576
9	-372.5161507956964,128.40058313614873,177.94890574473786,671.1722362925623,-208.57260608323952,417.4040297023382,198.04289361987878,-195.78263748272084,58.21722115512354,178.6008783388027,-145.61947336835405,22.572065932900458,134.12957017938996,-84.97148859982813,-7.523337443225463,-59.55740119471495,-27.94083105561852,-88.32115460948239,81.22478800517995,-27.28345356209235,4.870560058064118,54.7956706697177,2.8084067964262394,-15.61863297225052,23.73187781326312
0	-228.75331211672167,-453.7248104448149,-637.6433059801592,-139.79287035104406,-99.35511333922896,85.15463557635161,-58.693264796234544,120.11078477997876,-17.224774267541154,210.52943457541468,67.73485613452283,-37.96178347763741,-21.650656085233333,-16.564685761549395,-38.389796607323284,14.58320573583627,55.78334748971123,10.702502051667384,11.151258032050944,-39.209606574708566,-3.714098638479722,-10.951439066472663,-18.333104969004044,35.2915004491158,31.29624856968901
