1	-204.94555935848516,-330.1044659994262,311.772788052753,444.3965952568082,-367.21334314096276,-343.66125444012386,117.0342685366375,238.49954945576593,231.9836728358817,-140.32858361812913,58.940051665557554,24.748291528540857,-123.54044682509206,63.03647020097031,-141.14075483963737,14.3126031061287,35.01824497844378,4.748047013237084,2.0063232296056293,60.22021571141356,-18.364790145849657,-48.53351903444818,61.41904270227519,31.303510277328833,42.66400623409131
2	715.4722676323299,-466.1155842536273,247.8201689931153,127.01025240795768,75.82231330249591,-355.218627429452,-211.67651976032798,-54.70316706809744,-239.79082342734887,9.768312841177867,-191.4435776608433,-101.2146536239142,61.59485161170154,-74.72421179225826,110.31305761659908,8.50291585981668,-10.83000976987857,-47.1690487133052,-20.57674327341145,-31.944342921275673,-20.231472273916644,18.957077787351793,20.33664399127385,47.74259849483104,-36.06934827837063
3	-231.4960014827792,-456.0657554455172,-655.8803640025845,-123.81483267155896,-76.82950414549789,95.02714132701797,-60.06902398822416,114.07873307554149,-28.721769206255935,233.9353618602481,74.47502400421007,-47.34276764595113,-24.429883650275936,-4.273256243746333,-44.166246548905185,6.797180328254691,57.05280961251416,15.720252850405217,9.894684355238798,-48.75862389967118,-15.26094058955478,-10.258970982767012,-18.33784480765933,39.34688445258776,33.47128089735973
4	268.891349458979,586.7773882109107,185.6902236040916,-286.1699803959606,43.17469219852028,-167.09668199370887,155.418058331619,-14.232839374706824,56.11759915700554,250.32179665399255,-19.81397065465693,14.34566308497446,-71.75523003577689,25.12918885599067,-19.137276319338696,2.3216033240361176,-30.008569704822854,1.3789406160206827,42.113843224969216,-5.387274533168355,33.87254484010499,-43.52798472992351,-39.411780727995506,6.6888204368617075,15.60494537802365
5	-48.491870419133065,-167.2386087699926,-21.48218488450379,-492.59162033681133,-378.4857870318834,-93.65650909749395,-90.17751856361993,-224.25092236192012,160.9828855796998,-148.49220968543275,36.671555605398076,-23.01229267307107,157.6107726595271,23.31008940787229,49.567916147599526,42.95733516685229,-22.03196590164109,-46.13366103091345,-15.186527213324668,-21.231803267797083,32.072731041128584,54.76335412067997,-68.16009200705359,-6.130180187658041,-12.526782726084814
6	26.195344789047855,624.9027653383622,-342.70618366334634,178.54941341588975,-37.93974778576448,18.751653692312047,-209.40447969289826,123.47956195192859,-98.22296914779672,-198.02431380233998,-35.10896601710112,-19.08936372273754,4.398218741137665,-23.896698911961558,22.949524623510143,-15.231601906707303,15.966887096360129,56.8325159009681,-14.349214077772855,20.768348490451647,-49.432185238671394,13.05667633915696,21.317528220912852,-21.536710606246015,-45.53007745281422
7	-193.937147102,-183.523419914,541.788838719,-211.141451182,120.761914822,299.82954926,-124.767260678,277.911897847,-131.033970872,-37.5125267224,46.5473761676,-13.9475809876,-31.6419381061,25.5685450366,-62.8002896279,73.9027521846,-93.7837240074,-23.6340187475,-58.266084024,-73.159744813,-29.2988809411,-25.1819833762,28.6193770875,-48.9500077123,-0.612600388298
8	746.5972943825158,-234.1749237182038,-60.230660794984274,66.10664318068842,279.1409000745812,252.9708490544893,226.73296547465083,-145.8379726060589,66.67414029520351,-111.37865538048004,185.28736026649466,137.21587868026845,-5.812951448091461,9.269635692811155,78.08091673018414,-55.571056788370896,87.66408967811986,53.177382142041104,-23.606012330073774,62.35298859798935,15.314333453962517,-18.319533611811845,52.35052667830366,-27.378428874801493,28.618169502128435
9	-322.41750503231395,105.53446570587663,206.1904639679916,630.5082166179766,-217.07202426574014,461.5182283912278,181.47417833404396,-164.45974284820207,65.06982492620853,161.70733455916795,-131.63797102560508,-10.936731953770197,130.61461388890208,-78.48459020640043,-7.05735156043781,-62.628485920709856,-45.499351558758185,-81.02661253335918,74.02552798068783,-25.940598958764475,20.049406778738103,62.829716503001265,0.7577020801456407,-18.32664955571686,16.984167865585757
0	-1155.4071462779868,-201.71833443658102,-23.080120640194167,-47.68974576863687,651.6878747027085,-193.29930885033434,93.86932485104293,-257.7632483551993,-32.898935862546345,-128.5529388374453,-114.12590548698306,42.059057661730655,-77.4385313488186,47.584151877541245,9.458995605009079,-4.484463174441117,-30.92624824499993,-4.218489085835442,-8.30401553186329,68.31337150138673,46.86462379086977,28.126443597289178,-40.27969159391228,8.39259193834445,-30.783692285758097
