1	-48.13524697175401,-195.03417636163834,110.42717389879589,-523.1105945726642,-288.1035715688584,-36.539310032258946,-133.19170205362127,-139.83835385281267,142.51670691504023,-137.6810775688409,41.00731621871263,9.267436900755083,136.6172435843774,19.90776845584035,10.962090134655474,26.728049058398422,-63.51505202252685,-35.583141055302825,6.961071424526163,-28.039129705125053,-3.94984491021667,32.53448590410976,-60.97558224966219,-22.77989957375274,-7.78008174963216
2	-955.214311492608,-159.11045432021575,553.9655870556937,-345.8845771928602,426.000164481121,226.1539002086902,-83.54700604765857,164.24831644967165,-145.8643461756503,-66.23099839094697,-68.71535857515896,-6.673994268498456,-94.6885506542786,-51.87950771374462,31.639293787243318,-36.10060041081476,92.56238664916896,-67.29809885087431,-10.586344226049523,2.2172878043209394,-5.856230679233616,45.118437052779804,75.72310612696229,-44.169306130773975,-32.297909952546185
3	-208.53124351427883,-459.0995881146136,-643.6549321526787,-122.93268007167387,-108.40341401759382,83.30232436714371,-56.57845540121175,108.57380774458214,-23.813272911749667,213.24524852404915,69.33894997084299,-48.162466554585265,-14.730629126198728,-7.654620050130585,-36.96395504128468,23.674404996235236,60.78651207421216,12.035640289502746,13.905615861422701,-36.604511511418515,-1.6224881211869735,-10.89248242013872,-20.178359010093594,39.52945917633656,34.17491712105693
4	28.6917590977,620.553710158,-347.016902007,175.400547254,-30.4573088743,10.9232997017,-197.546017035,122.550323213,-95.5473994839,-195.022366969,-31.0929598432,-17.3149665684,7.5004575559,-25.6386240657,20.0927019713,-17.0741540755,11.9995489934,52.8923095461,-14.1678142935,17.7985492398,-43.8870222482,12.9834058227,22.6025546073,-23.2266511984,-44.43631727
5	-227.08581447011971,-289.48670412826885,382.4671944647685,427.40137372910556,-343.8981933003549,-337.3007627642687,75.45344522059797,260.24089568924273,230.79079678207285,-149.81745421336007,80.72131982594792,20.024872424438186,-119.06265275252534,42.183536746832836,-144.81210727921294,-3.5232735520999268,56.389934813715385,16.47438589068707,-17.054562632290676,46.49849565928988,-8.663098201616569,-53.81123707372439,65.54124636840159,41.42829519426515,48.64867221310706
6	248.74478209480247,575.4667987774922,220.28958804140223,-289.0958048176136,42.51313744320869,-161.58389646036304,136.44639722337726,-23.38494833405409,46.48415922236801,262.11128236090804,-9.499557327974706,15.163996031994664,-69.15689107329219,18.730459012666614,-24.430662397738608,21.267198774169277,-30.017740032305998,0.1082999978621421,32.77865848458246,7.932554697996264,28.433105247165148,-40.57618450980925,-38.66408025536447,1.1027666512989915,17.60709546760541
7	660.4755789296553,-429.99952193260515,290.3110976116032,113.5233883073997,86.75700847489999,-298.648476881417,-211.73567343461013,-8.945566622170718,-243.24565530030966,5.592505699837453,-167.22061758564567,-69.42652131071061,72.12677593072429,-40.879934719883394,59.026044750830835,37.060634693092986,-23.08854777839568,-58.88902878307244,-33.23955974373473,-33.74082247878239,-14.014474598509153,-2.1545258251766937,22.298814384567976,45.640971797891346,-28.77949374443277
8	-247.97552025073747,46.50193117485938,286.37012253573533,541.3299687059055,-212.54448381054678,523.5773033654892,142.5354263736412,-91.7290707763065,18.4467135403395,111.22161629407724,-76.08100083564337,-69.02006562792432,77.60961398609626,-51.48500904848193,-3.04679022790748,-38.426110682791055,-85.36616580071744,-46.35523745001959,47.858890505384494,-61.88785135670099,16.68608886812772,55.37023704255546,-5.9838731015342885,-21.125425900077943,12.80387782418071
9	745.184079049944,-236.04734619742916,-58.833687643470725,58.43350365844777,277.2847902358191,244.72679323542087,225.63507177227982,-140.19984931960602,62.54527926654085,-111.18797684368978,179.60038658327727,133.2432522386769,-15.832188835035554,4.830884267367374,79.12862049652634,-51.200857341451766,82.35503615756875,50.61817228826795,-25.131137091747874,55.32417059438066,10.644095286592968,-18.452881708211148,51.001448878004645,-26.274361189740738,29.487315574317122
0	-1077.0779827317313,-217.04932122494287,-248.55009250824298,134.07038553049824,662.5908273543146,-352.76205272973436,151.07062929495666,-321.9790337237356,3.0956698736784585,-101.54629993738064,-90.05274139340669,66.41600083140382,-54.87645504534624,124.09462526883216,-7.361577786354563,19.157392873167765,-102.58943216757437,21.98365877439849,-51.586107653884206,55.764835914015116,43.23648716440052,-1.9393167695460072,-84.88798249083557,10.911726793256177,-39.64073190717847
