1	-213.96060653343213,-447.70779878719514,-648.4158970185349,-126.82286521091461,-92.04673376627976,85.46152209155551,-55.17255980181443,108.83247855275518,-20.811582390337776,210.537216811174,74.42818112600074,-44.62172387870267,-19.587219894233446,-7.103900925171945,-41.193803347095375,18.750813056120716,57.1180581449744,10.553177552268012,10.491398914021861,-37.87345947943029,-5.49016894345299,-7.4429946863329635,-19.49093654651744,34.7036294508858,32.01707422382937
2	-367.8088396043451,126.21273071299522,175.99539846196384,679.4327797893843,-219.39309655325653,424.212311673844,207.1101856963831,-205.87581162647075,73.26257131321896,189.477899673177,-160.7209607732704,30.492784816388347,140.16249912029085,-92.62113408695366,-11.139170380811898,-61.833406329876894,-26.13485028989906,-97.13390550334574,82.33071759618169,-24.749578069788598,-0.4927537529387938,55.87495137133659,11.085238841872378,-10.766234110876576,27.276447221938
3	-204.95465956764244,-320.13352057935674,354.42866283586983,424.2595074481434,-365.48582422919185,-351.4923138059698,90.32066239710558,245.76956892506266,226.4729521019625,-148.93446348761861,62.628847635316376,19.250854179784387,-116.74823728503537,52.35291464528541,-145.76795948153182,-1.3780415757205973,50.7495268806997,9.73348379578695,-2.732418166731751,56.31718514179055,-18.065139299115874,-54.30307202665973,66.7495701182812,37.44288503663037,47.64102934981054
4	273.66504306026457,612.966767281347,-246.55680669272488,-178.9640172896666,-21.424570596146744,100.72208352359556,46.72969756219126,58.63606382353026,55.08907780172978,-168.35468473982004,-141.81165219198144,120.62662419225026,-47.90186367498513,90.39341962481761,-48.86792429080301,-37.8486423862278,-0.5781809270767575,-20.121756255292745,-12.425800915382077,-87.24245504480848,-59.823711163698505,14.221956447620823,62.075009958491904,72.7262137015834,-27.214129338765034
5	-124.9520854334154,602.4490666371639,-340.11610126753664,391.5233773962048,-7.323448541223148,-87.33357103499681,-295.51762162883057,141.1017553814129,-191.6860852845322,-130.0450250076389,85.20669671726414,-90.94066796919496,14.242982970276968,-82.35130435937002,75.92258967024813,-34.56283009314575,11.061984616817004,90.66241861155811,15.585147778150125,65.67865058502073,26.380391909983235,-16.174968124796564,-27.172514337954127,-68.51332817375692,-24.30630838357173
6	-67.28177090073893,-192.2527322200181,63.523401516864624,-525.329281933913,-367.43232262986993,-115.8601812447736,-113.53964985641052,-209.18125996441364,156.01028437319752,-140.6170599120146,53.98017178537594,-0.4656216186160889,169.0091869106687,23.037340800149845,38.312211904366,16.127170694174023,-25.462989656569018,-38.955242005213464,0.471710805629464,-24.262626663520773,7.196951199185433,39.78991363876484,-62.51186307165652,-23.277926085125706,-8.887507422208769
7	759.3510792460389,-374.8413431511518,85.30823880461786,106.20838121541101,211.24209991429444,-33.67063478600513,38.452309537168254,-110.83534921602192,-79.87326659302093,-56.243362402677874,17.63967405305003,34.07422233672468,17.54100689058849,-34.0119807991356,112.14290135489608,-26.226208110864253,48.16440193756153,8.309817186682322,-27.90608428621651,21.901432410695673,5.019824843108715,-8.522929528655874,44.664423513962404,6.6351630969996345,3.8564627184633427
8	239.78526566817655,526.8400984038913,334.76265462594387,-279.14788504783616,39.24203812999359,-247.53145224853972,115.15117232147932,-53.919003021504565,11.310731695296802,364.19543420150166,28.71689640705026,-57.92900632214471,-32.34763370296648,-37.67444814421592,-26.817676293948022,53.55069895801783,-14.128001739596161,16.55640462330311,35.612988189989224,67.00760314882554,20.434932671081807,-26.735204254823802,-67.33866352484895,-38.77871426147443,-4.028030137342842
9	-1159.1557036120578,-197.36120333794258,40.06136354112203,-85.19264265238847,638.8133444195855,-156.84397128800703,80.1240482310852,-224.09225846623673,-55.666221332116336,-125.28518969724195,-110.87270350567695,43.01534694712269,-79.77720506836022,36.63339990966586,9.075771962405046,-6.312471316668926,-12.57550501777393,-10.613092061732601,-7.271199233794888,63.70895859355696,39.81855641723673,33.19922537783334,-29.29494790187603,3.6419303629788033,-32.833506181965184
0	-113.23972197831831,-174.1093769056904,492.64675170452944,-95.91218532167504,35.4765032969588,423.94874005733715,-83.75995497048027,254.48986008261016,-109.35415193883765,-43.53210535910774,49.919820444482255,-68.0840034869245,-24.39076140949506,48.02311131227179,-40.54848370766298,74.29548741170089,-146.8427273310849,0.817826492988722,-62.544498284187505,-75.01217853698095,-0.7017244912145,-12.475969012095455,1.5796533206168606,-49.93074705709595,-11.258599616538923
